,volume,genre,left,right,burst_len,volume_number,add_to_paragraph_number,full_paragraph_number,chapter,chapter_start,start_in_chapter
381,Volume 2 (1762),political discourses,114,114,1,1,708,822,XIII,812,10
382,Volume 2 (1762),political discourses,145,145,1,1,708,853,XIII,812,41
383,Volume 2 (1762),political discourses,163,163,1,1,708,871,XIII,812,59
384,Volume 2 (1762),political discourses,165,165,1,1,708,873,XIII,812,61
385,Volume 2 (1762),political discourses,168,168,1,1,708,876,XIII,812,64
386,Volume 2 (1762),political discourses,186,186,1,1,708,894,XIII,812,82
387,Volume 2 (1762),political discourses,371,371,1,1,708,1079,XVI,1050,29
388,Volume 2 (1762),political discourses,191,191,1,1,708,899,XIII,812,87
389,Volume 2 (1762),political discourses,193,193,1,1,708,901,XIII,812,89
390,Volume 2 (1762),political discourses,195,195,1,1,708,903,XIII,812,91
391,Volume 2 (1762),political discourses,217,217,1,1,708,925,XIV,912,13
392,Volume 2 (1762),political discourses,258,258,1,1,708,966,XV,961,5
393,Volume 2 (1762),political discourses,288,288,1,1,708,996,XV,961,35
394,Volume 2 (1762),political discourses,303,303,1,1,708,1011,XV,961,50
395,Volume 2 (1762),political discourses,316,316,1,1,708,1024,XV,961,63
396,Volume 2 (1762),political discourses,322,322,1,1,708,1030,XV,961,69
397,Volume 2 (1762),political discourses,328,328,1,1,708,1036,XV,961,75
398,Volume 2 (1762),political discourses,14,14,1,1,708,722,XII,708,14
399,Volume 2 (1762),political discourses,343,343,1,1,708,1051,XVI,1050,1
400,Volume 2 (1762),political discourses,341,341,1,1,708,1049,XV,961,88
401,Volume 3 (1759),dialogues,550,550,1,2,1500,2050,XXXIV,2038,12
402,Volume 3 (1759),dissertation,395,397,3,2,1500,1895,XXXI,1847,48
403,Volume 3 (1759),dissertation,223,224,2,2,1500,1723,XXIX,1715,8
404,Volume 3 (1759),dissertation,575,576,2,2,1500,2075,XXXIV,2038,37
405,Volume 3 (1759),dissertation,219,219,1,2,1500,1719,XXIX,1715,4
406,Volume 3 (1759),dissertation,348,348,1,2,1500,1848,XXXI,1847,1
407,Volume 3 (1759),dissertation,377,377,1,2,1500,1877,XXXI,1847,30
408,Volume 3 (1759),dissertation,421,421,1,2,1500,1921,XXXII,1920,1
409,Volume 3 (1759),dissertation,470,470,1,2,1500,1970,XXXII,1920,50
410,Volume 3 (1759),dissertation,544,544,1,2,1500,2044,XXXIV,2038,6
411,Volume 3 (1759),dissertation,550,550,1,2,1500,2050,XXXIV,2038,12
412,Volume 3 (1759),dissertation,591,591,1,2,1500,2091,XXXIV,2038,53
413,Volume 3 (1759),dissertation,660,660,1,2,1500,2160,XXXVI,2152,8
414,Volume 3 (1759),dissertation,695,695,1,2,1500,2195,XXXVII,2193,2
415,Volume 3 (1759),dissertation,702,702,1,2,1500,2202,XXXVII,2193,9
416,Volume 3 (1759),dissertation,704,704,1,2,1500,2204,XXXVII,2193,11
417,Volume 3 (1759),enquiry,549,550,2,2,1500,2049,XXXIV,2038,11
418,Volume 3 (1759),enquiry,575,576,2,2,1500,2075,XXXIV,2038,37
419,Volume 3 (1759),enquiry,216,217,2,2,1500,1716,XXIX,1715,1
420,Volume 3 (1759),enquiry,219,220,2,2,1500,1719,XXIX,1715,4
421,Volume 3 (1759),enquiry,67,67,1,2,1500,1567,XXV,1535,32
422,Volume 3 (1759),enquiry,635,635,1,2,1500,2135,XXXV,2096,39
423,Volume 3 (1759),enquiry,534,534,1,2,1500,2034,XXXIII,1971,63
424,Volume 3 (1759),enquiry,623,623,1,2,1500,2123,XXXV,2096,27
425,Volume 3 (1759),enquiry,627,627,1,2,1500,2127,XXXV,2096,31
426,Volume 3 (1759),enquiry,695,695,1,2,1500,2195,XXXVII,2193,2
427,Volume 3 (1759),enquiry,651,651,1,2,1500,2151,XXXV,2096,55
428,Volume 3 (1759),enquiry,468,468,1,2,1500,1968,XXXII,1920,48
429,Volume 3 (1759),enquiry,697,697,1,2,1500,2197,XXXVII,2193,4
430,Volume 3 (1759),enquiry,702,702,1,2,1500,2202,XXXVII,2193,9
431,Volume 3 (1759),enquiry,705,705,1,2,1500,2205,XXXVII,2193,12
432,Volume 3 (1759),enquiry,708,708,1,2,1500,2208,XXXVII,2193,15
433,Volume 3 (1759),enquiry,517,517,1,2,1500,2017,XXXIII,1971,46
434,Volume 3 (1759),enquiry,454,454,1,2,1500,1954,XXXII,1920,34
435,Volume 3 (1759),enquiry,111,111,1,2,1500,1611,XXVI,1579,32
436,Volume 3 (1759),enquiry,427,427,1,2,1500,1927,XXXII,1920,7
437,Volume 3 (1759),enquiry,396,396,1,2,1500,1896,XXXI,1847,49
438,Volume 3 (1759),enquiry,348,348,1,2,1500,1848,XXXI,1847,1
439,Volume 3 (1759),enquiry,318,318,1,2,1500,1818,XXX,1786,32
440,Volume 3 (1759),enquiry,302,302,1,2,1500,1802,XXX,1786,16
441,Volume 3 (1759),enquiry,285,285,1,2,1500,1785,XXIX,1715,70
442,Volume 3 (1759),enquiry,277,277,1,2,1500,1777,XXIX,1715,62
443,Volume 3 (1759),enquiry,222,222,1,2,1500,1722,XXIX,1715,7
444,Volume 3 (1759),enquiry,177,177,1,2,1500,1677,XXVIII,1676,1
445,Volume 3 (1759),enquiry,169,169,1,2,1500,1669,XXVII,1626,43
446,Volume 3 (1759),enquiry,138,138,1,2,1500,1638,XXVII,1626,12
447,Volume 3 (1759),enquiry,135,135,1,2,1500,1635,XXVII,1626,9
448,Volume 3 (1759),enquiry,737,737,1,2,1500,2237,XXXVII,2193,44
449,Volume 3 (1759),essay,699,706,8,2,1500,2199,XXXVII,2193,6
450,Volume 3 (1759),essay,133,138,6,2,1500,1633,XXVII,1626,7
451,Volume 3 (1759),essay,216,219,4,2,1500,1716,XXIX,1715,1
452,Volume 3 (1759),essay,293,296,4,2,1500,1793,XXX,1786,7
453,Volume 3 (1759),essay,548,551,4,2,1500,2048,XXXIV,2038,10
454,Volume 3 (1759),essay,555,558,4,2,1500,2055,XXXIV,2038,17
455,Volume 3 (1759),essay,221,224,4,2,1500,1721,XXIX,1715,6
456,Volume 3 (1759),essay,377,379,3,2,1500,1877,XXXI,1847,30
457,Volume 3 (1759),essay,468,470,3,2,1500,1968,XXXII,1920,48
458,Volume 3 (1759),essay,229,231,3,2,1500,1729,XXIX,1715,14
459,Volume 3 (1759),essay,201,203,3,2,1500,1701,XXVIII,1676,25
460,Volume 3 (1759),essay,347,349,3,2,1500,1847,XXXI,1847,0
461,Volume 3 (1759),essay,708,710,3,2,1500,2208,XXXVII,2193,15
462,Volume 3 (1759),essay,693,695,3,2,1500,2193,XXXVII,2193,0
463,Volume 3 (1759),essay,715,717,3,2,1500,2215,XXXVII,2193,22
464,Volume 3 (1759),essay,409,410,2,2,1500,1909,XXXI,1847,62
465,Volume 3 (1759),essay,672,673,2,2,1500,2172,XXXVI,2152,20
466,Volume 3 (1759),essay,125,126,2,2,1500,1625,XXVI,1579,46
467,Volume 3 (1759),essay,275,276,2,2,1500,1775,XXIX,1715,60
468,Volume 3 (1759),essay,516,517,2,2,1500,2016,XXXIII,1971,45
469,Volume 3 (1759),essay,3,4,2,2,1500,1503,XXIV,1500,3
470,Volume 3 (1759),essay,608,609,2,2,1500,2108,XXXV,2096,12
471,Volume 3 (1759),essay,317,318,2,2,1500,1817,XXX,1786,31
472,Volume 3 (1759),essay,187,188,2,2,1500,1687,XXVIII,1676,11
473,Volume 3 (1759),essay,569,570,2,2,1500,2069,XXXIV,2038,31
474,Volume 3 (1759),essay,109,110,2,2,1500,1609,XXVI,1579,30
475,Volume 3 (1759),essay,321,322,2,2,1500,1821,XXX,1786,35
476,Volume 3 (1759),essay,520,520,1,2,1500,2020,XXXIII,1971,49
477,Volume 3 (1759),essay,456,456,1,2,1500,1956,XXXII,1920,36
478,Volume 3 (1759),essay,534,534,1,2,1500,2034,XXXIII,1971,63
479,Volume 3 (1759),essay,454,454,1,2,1500,1954,XXXII,1920,34
480,Volume 3 (1759),essay,433,433,1,2,1500,1933,XXXII,1920,13
481,Volume 3 (1759),essay,427,427,1,2,1500,1927,XXXII,1920,7
482,Volume 3 (1759),essay,423,423,1,2,1500,1923,XXXII,1920,3
483,Volume 3 (1759),essay,417,417,1,2,1500,1917,XXXI,1847,70
484,Volume 3 (1759),essay,720,720,1,2,1500,2220,XXXVII,2193,27
485,Volume 3 (1759),essay,525,525,1,2,1500,2025,XXXIII,1971,54
486,Volume 3 (1759),essay,663,663,1,2,1500,2163,XXXVI,2152,11
487,Volume 3 (1759),essay,542,542,1,2,1500,2042,XXXIV,2038,4
488,Volume 3 (1759),essay,545,545,1,2,1500,2045,XXXIV,2038,7
489,Volume 3 (1759),essay,651,651,1,2,1500,2151,XXXV,2096,55
490,Volume 3 (1759),essay,560,560,1,2,1500,2060,XXXIV,2038,22
491,Volume 3 (1759),essay,680,680,1,2,1500,2180,XXXVI,2152,28
492,Volume 3 (1759),essay,400,400,1,2,1500,1900,XXXI,1847,53
493,Volume 3 (1759),essay,583,583,1,2,1500,2083,XXXIV,2038,45
494,Volume 3 (1759),essay,589,589,1,2,1500,2089,XXXIV,2038,51
495,Volume 3 (1759),essay,592,592,1,2,1500,2092,XXXIV,2038,54
496,Volume 3 (1759),essay,619,619,1,2,1500,2119,XXXV,2096,23
497,Volume 3 (1759),essay,623,623,1,2,1500,2123,XXXV,2096,27
498,Volume 3 (1759),essay,627,627,1,2,1500,2127,XXXV,2096,31
499,Volume 3 (1759),essay,632,632,1,2,1500,2132,XXXV,2096,36
500,Volume 3 (1759),essay,668,668,1,2,1500,2168,XXXVI,2152,16
501,Volume 3 (1759),essay,635,635,1,2,1500,2135,XXXV,2096,39
502,Volume 3 (1759),essay,697,697,1,2,1500,2197,XXXVII,2193,4
503,Volume 3 (1759),essay,1,1,1,2,1500,1501,XXIV,1500,1
504,Volume 3 (1759),essay,397,397,1,2,1500,1897,XXXI,1847,50
505,Volume 3 (1759),essay,115,115,1,2,1500,1615,XXVI,1579,36
506,Volume 3 (1759),essay,156,156,1,2,1500,1656,XXVII,1626,30
507,Volume 3 (1759),essay,151,151,1,2,1500,1651,XXVII,1626,25
508,Volume 3 (1759),essay,144,144,1,2,1500,1644,XXVII,1626,18
509,Volume 3 (1759),essay,141,141,1,2,1500,1641,XXVII,1626,15
510,Volume 3 (1759),essay,129,129,1,2,1500,1629,XXVII,1626,3
511,Volume 3 (1759),essay,123,123,1,2,1500,1623,XXVI,1579,44
512,Volume 3 (1759),essay,121,121,1,2,1500,1621,XXVI,1579,42
513,Volume 3 (1759),essay,101,101,1,2,1500,1601,XXVI,1579,22
514,Volume 3 (1759),essay,179,179,1,2,1500,1679,XXVIII,1676,3
515,Volume 3 (1759),essay,96,96,1,2,1500,1596,XXVI,1579,17
516,Volume 3 (1759),essay,63,63,1,2,1500,1563,XXV,1535,28
517,Volume 3 (1759),essay,61,61,1,2,1500,1561,XXV,1535,26
518,Volume 3 (1759),essay,40,40,1,2,1500,1540,XXV,1535,5
519,Volume 3 (1759),essay,37,37,1,2,1500,1537,XXV,1535,2
520,Volume 3 (1759),essay,20,20,1,2,1500,1520,XXIV,1500,20
521,Volume 3 (1759),essay,13,13,1,2,1500,1513,XXIV,1500,13
522,Volume 3 (1759),essay,177,177,1,2,1500,1677,XXVIII,1676,1
523,Volume 3 (1759),essay,199,199,1,2,1500,1699,XXVIII,1676,23
524,Volume 3 (1759),essay,373,373,1,2,1500,1873,XXXI,1847,26
525,Volume 3 (1759),essay,302,302,1,2,1500,1802,XXX,1786,16
526,Volume 3 (1759),essay,369,369,1,2,1500,1869,XXXI,1847,22
527,Volume 3 (1759),essay,360,360,1,2,1500,1860,XXXI,1847,13
528,Volume 3 (1759),essay,352,352,1,2,1500,1852,XXXI,1847,5
529,Volume 3 (1759),essay,343,343,1,2,1500,1843,XXX,1786,57
530,Volume 3 (1759),essay,333,333,1,2,1500,1833,XXX,1786,47
531,Volume 3 (1759),essay,331,331,1,2,1500,1831,XXX,1786,45
532,Volume 3 (1759),essay,311,311,1,2,1500,1811,XXX,1786,25
533,Volume 3 (1759),essay,290,290,1,2,1500,1790,XXX,1786,4
534,Volume 3 (1759),essay,210,210,1,2,1500,1710,XXVIII,1676,34
535,Volume 3 (1759),essay,285,285,1,2,1500,1785,XXIX,1715,70
536,Volume 3 (1759),essay,281,281,1,2,1500,1781,XXIX,1715,66
537,Volume 3 (1759),essay,272,272,1,2,1500,1772,XXIX,1715,57
538,Volume 3 (1759),essay,270,270,1,2,1500,1770,XXIX,1715,55
539,Volume 3 (1759),essay,251,251,1,2,1500,1751,XXIX,1715,36
540,Volume 3 (1759),essay,243,243,1,2,1500,1743,XXIX,1715,28
541,Volume 3 (1759),essay,227,227,1,2,1500,1727,XXIX,1715,12
542,Volume 3 (1759),essay,737,737,1,2,1500,2237,XXXVII,2193,44
543,Volume 3 (1759),political discourses,529,536,8,2,1500,2029,XXXIII,1971,58
544,Volume 3 (1759),political discourses,117,123,7,2,1500,1617,XXVI,1579,38
545,Volume 3 (1759),political discourses,222,226,5,2,1500,1722,XXIX,1715,7
546,Volume 3 (1759),political discourses,136,139,4,2,1500,1636,XXVII,1626,10
547,Volume 3 (1759),political discourses,596,599,4,2,1500,2096,XXXV,2096,0
548,Volume 3 (1759),political discourses,216,218,3,2,1500,1716,XXIX,1715,1
549,Volume 3 (1759),political discourses,4,5,2,2,1500,1504,XXIV,1500,4
550,Volume 3 (1759),political discourses,714,715,2,2,1500,2214,XXXVII,2193,21
551,Volume 3 (1759),political discourses,709,710,2,2,1500,2209,XXXVII,2193,16
552,Volume 3 (1759),political discourses,632,633,2,2,1500,2132,XXXV,2096,36
553,Volume 3 (1759),political discourses,525,526,2,2,1500,2025,XXXIII,1971,54
554,Volume 3 (1759),political discourses,409,410,2,2,1500,1909,XXXI,1847,62
555,Volume 3 (1759),political discourses,190,191,2,2,1500,1690,XXVIII,1676,14
556,Volume 3 (1759),political discourses,742,743,2,2,1500,2242,XXXVII,2193,49
557,Volume 3 (1759),political discourses,133,134,2,2,1500,1633,XXVII,1626,7
558,Volume 3 (1759),political discourses,141,141,1,2,1500,1641,XXVII,1626,15
559,Volume 3 (1759),political discourses,592,592,1,2,1500,2092,XXXIV,2038,54
560,Volume 3 (1759),political discourses,427,427,1,2,1500,1927,XXXII,1920,7
561,Volume 3 (1759),political discourses,436,436,1,2,1500,1936,XXXII,1920,16
562,Volume 3 (1759),political discourses,489,489,1,2,1500,1989,XXXIII,1971,18
563,Volume 3 (1759),political discourses,492,492,1,2,1500,1992,XXXIII,1971,21
564,Volume 3 (1759),political discourses,520,520,1,2,1500,2020,XXXIII,1971,49
565,Volume 3 (1759),political discourses,109,109,1,2,1500,1609,XXVI,1579,30
566,Volume 3 (1759),political discourses,103,103,1,2,1500,1603,XXVI,1579,24
567,Volume 3 (1759),political discourses,545,545,1,2,1500,2045,XXXIV,2038,7
568,Volume 3 (1759),political discourses,548,548,1,2,1500,2048,XXXIV,2038,10
569,Volume 3 (1759),political discourses,555,555,1,2,1500,2055,XXXIV,2038,17
570,Volume 3 (1759),political discourses,569,569,1,2,1500,2069,XXXIV,2038,31
571,Volume 3 (1759),political discourses,574,574,1,2,1500,2074,XXXIV,2038,36
572,Volume 3 (1759),political discourses,577,577,1,2,1500,2077,XXXIV,2038,39
573,Volume 3 (1759),political discourses,69,69,1,2,1500,1569,XXV,1535,34
574,Volume 3 (1759),political discourses,414,414,1,2,1500,1914,XXXI,1847,67
575,Volume 3 (1759),political discourses,609,609,1,2,1500,2109,XXXV,2096,13
576,Volume 3 (1759),political discourses,620,620,1,2,1500,2120,XXXV,2096,24
577,Volume 3 (1759),political discourses,625,625,1,2,1500,2125,XXXV,2096,29
578,Volume 3 (1759),political discourses,52,52,1,2,1500,1552,XXV,1535,17
579,Volume 3 (1759),political discourses,636,636,1,2,1500,2136,XXXV,2096,40
580,Volume 3 (1759),political discourses,643,643,1,2,1500,2143,XXXV,2096,47
581,Volume 3 (1759),political discourses,650,650,1,2,1500,2150,XXXV,2096,54
582,Volume 3 (1759),political discourses,663,663,1,2,1500,2163,XXXVI,2152,11
583,Volume 3 (1759),political discourses,699,699,1,2,1500,2199,XXXVII,2193,6
584,Volume 3 (1759),political discourses,39,39,1,2,1500,1539,XXV,1535,4
585,Volume 3 (1759),political discourses,37,37,1,2,1500,1537,XXV,1535,2
586,Volume 3 (1759),political discourses,722,722,1,2,1500,2222,XXXVII,2193,29
587,Volume 3 (1759),political discourses,740,740,1,2,1500,2240,XXXVII,2193,47
588,Volume 3 (1759),political discourses,416,416,1,2,1500,1916,XXXI,1847,69
589,Volume 3 (1759),political discourses,111,111,1,2,1500,1611,XXVI,1579,32
590,Volume 3 (1759),political discourses,150,150,1,2,1500,1650,XXVII,1626,24
591,Volume 3 (1759),political discourses,406,406,1,2,1500,1906,XXXI,1847,59
592,Volume 3 (1759),political discourses,164,164,1,2,1500,1664,XXVII,1626,38
593,Volume 3 (1759),political discourses,177,177,1,2,1500,1677,XXVIII,1676,1
594,Volume 3 (1759),political discourses,185,185,1,2,1500,1685,XXVIII,1676,9
595,Volume 3 (1759),political discourses,187,187,1,2,1500,1687,XXVIII,1676,11
596,Volume 3 (1759),political discourses,195,195,1,2,1500,1695,XXVIII,1676,19
597,Volume 3 (1759),political discourses,209,209,1,2,1500,1709,XXVIII,1676,33
598,Volume 3 (1759),political discourses,125,125,1,2,1500,1625,XXVI,1579,46
599,Volume 3 (1759),political discourses,220,220,1,2,1500,1720,XXIX,1715,5
600,Volume 3 (1759),political discourses,115,115,1,2,1500,1615,XXVI,1579,36
601,Volume 3 (1759),political discourses,236,236,1,2,1500,1736,XXIX,1715,21
602,Volume 3 (1759),political discourses,248,248,1,2,1500,1748,XXIX,1715,33
603,Volume 3 (1759),political discourses,251,251,1,2,1500,1751,XXIX,1715,36
604,Volume 3 (1759),political discourses,258,258,1,2,1500,1758,XXIX,1715,43
605,Volume 3 (1759),political discourses,262,262,1,2,1500,1762,XXIX,1715,47
606,Volume 3 (1759),political discourses,272,272,1,2,1500,1772,XXIX,1715,57
607,Volume 3 (1759),political discourses,274,274,1,2,1500,1774,XXIX,1715,59
608,Volume 3 (1759),political discourses,276,276,1,2,1500,1776,XXIX,1715,61
609,Volume 3 (1759),political discourses,290,290,1,2,1500,1790,XXX,1786,4
610,Volume 3 (1759),political discourses,293,293,1,2,1500,1793,XXX,1786,7
611,Volume 3 (1759),political discourses,295,295,1,2,1500,1795,XXX,1786,9
612,Volume 3 (1759),political discourses,307,307,1,2,1500,1807,XXX,1786,21
613,Volume 3 (1759),political discourses,35,35,1,2,1500,1535,XXV,1535,0
614,Volume 3 (1759),political discourses,321,321,1,2,1500,1821,XXX,1786,35
615,Volume 3 (1759),political discourses,349,349,1,2,1500,1849,XXXI,1847,2
616,Volume 3 (1759),political discourses,374,374,1,2,1500,1874,XXXI,1847,27
617,Volume 3 (1759),political discourses,376,376,1,2,1500,1876,XXXI,1847,29
618,Volume 3 (1759),political discourses,397,397,1,2,1500,1897,XXXI,1847,50
619,Volume 3 (1759),political discourses,315,315,1,2,1500,1815,XXX,1786,29
620,Volume 3 (1759),treatise,1,1,1,2,1500,1501,XXIV,1500,1
621,Volume 4 (1759),dissertation,550,551,2,3,2245,2795,APPENDIX III,2729,66
622,Volume 4 (1759),dissertation,16,16,1,3,2245,2261,XXXVIII,2245,16
623,Volume 4 (1759),dissertation,25,25,1,3,2245,2270,XXXVIII,2245,25
624,Volume 4 (1759),dissertation,49,49,1,3,2245,2294,XXXVIII,2245,49
625,Volume 4 (1759),dissertation,156,156,1,3,2245,2401,XL,2399,2
626,Volume 4 (1759),dissertation,338,338,1,3,2245,2583,XLII,2537,46
627,Volume 4 (1759),dissertation,463,463,1,3,2245,2708,XLIV,2665,43
628,Volume 4 (1759),enquiry,462,463,2,3,2245,2707,XLIV,2665,42
629,Volume 4 (1759),enquiry,312,313,2,3,2245,2557,XLII,2537,20
630,Volume 4 (1759),enquiry,1,1,1,3,2245,2246,XXXVIII,2245,1
631,Volume 4 (1759),enquiry,339,339,1,3,2245,2584,XLII,2537,47
632,Volume 4 (1759),enquiry,502,502,1,3,2245,2747,APPENDIX III,2729,18
633,Volume 4 (1759),enquiry,483,483,1,3,2245,2728,XLIV,2665,63
634,Volume 4 (1759),enquiry,480,480,1,3,2245,2725,XLIV,2665,60
635,Volume 4 (1759),enquiry,473,473,1,3,2245,2718,XLIV,2665,53
636,Volume 4 (1759),enquiry,448,448,1,3,2245,2693,XLIV,2665,28
637,Volume 4 (1759),enquiry,435,435,1,3,2245,2680,XLIV,2665,15
638,Volume 4 (1759),enquiry,423,423,1,3,2245,2668,XLIV,2665,3
639,Volume 4 (1759),enquiry,363,363,1,3,2245,2608,XLII,2537,71
640,Volume 4 (1759),enquiry,337,337,1,3,2245,2582,XLII,2537,45
641,Volume 4 (1759),enquiry,14,14,1,3,2245,2259,XXXVIII,2245,14
642,Volume 4 (1759),enquiry,334,334,1,3,2245,2579,XLII,2537,42
643,Volume 4 (1759),enquiry,331,331,1,3,2245,2576,XLII,2537,39
644,Volume 4 (1759),enquiry,328,328,1,3,2245,2573,XLII,2537,36
645,Volume 4 (1759),enquiry,265,265,1,3,2245,2510,XLI,2489,21
646,Volume 4 (1759),enquiry,189,189,1,3,2245,2434,XL,2399,35
647,Volume 4 (1759),enquiry,117,117,1,3,2245,2362,XXXIX,2308,54
648,Volume 4 (1759),enquiry,87,87,1,3,2245,2332,XXXIX,2308,24
649,Volume 4 (1759),enquiry,55,55,1,3,2245,2300,XXXVIII,2245,55
650,Volume 4 (1759),enquiry,506,506,1,3,2245,2751,APPENDIX III,2729,22
651,Volume 4 (1759),essay,480,487,8,3,2245,2725,XLIV,2665,60
652,Volume 4 (1759),essay,63,67,5,3,2245,2308,XXXIX,2308,0
653,Volume 4 (1759),essay,337,339,3,3,2245,2582,XLII,2537,45
654,Volume 4 (1759),essay,545,547,3,3,2245,2790,APPENDIX III,2729,61
655,Volume 4 (1759),essay,502,504,3,3,2245,2747,APPENDIX III,2729,18
656,Volume 4 (1759),essay,191,193,3,3,2245,2436,XL,2399,37
657,Volume 4 (1759),essay,159,161,3,3,2245,2404,XL,2399,5
658,Volume 4 (1759),essay,296,297,2,3,2245,2541,XLII,2537,4
659,Volume 4 (1759),essay,276,277,2,3,2245,2521,XLI,2489,32
660,Volume 4 (1759),essay,21,22,2,3,2245,2266,XXXVIII,2245,21
661,Volume 4 (1759),essay,328,329,2,3,2245,2573,XLII,2537,36
662,Volume 4 (1759),essay,331,332,2,3,2245,2576,XLII,2537,39
663,Volume 4 (1759),essay,420,421,2,3,2245,2665,XLIV,2665,0
664,Volume 4 (1759),essay,416,417,2,3,2245,2661,XLIII,2617,44
665,Volume 4 (1759),essay,243,244,2,3,2245,2488,XL,2399,89
666,Volume 4 (1759),essay,425,426,2,3,2245,2670,XLIV,2665,5
667,Volume 4 (1759),essay,463,464,2,3,2245,2708,XLIV,2665,43
668,Volume 4 (1759),essay,498,499,2,3,2245,2743,APPENDIX III,2729,14
669,Volume 4 (1759),essay,515,516,2,3,2245,2760,APPENDIX III,2729,31
670,Volume 4 (1759),essay,273,274,2,3,2245,2518,XLI,2489,29
671,Volume 4 (1759),essay,550,551,2,3,2245,2795,APPENDIX III,2729,66
672,Volume 4 (1759),essay,54,55,2,3,2245,2299,XXXVIII,2245,54
673,Volume 4 (1759),essay,45,46,2,3,2245,2290,XXXVIII,2245,45
674,Volume 4 (1759),essay,206,207,2,3,2245,2451,XL,2399,52
675,Volume 4 (1759),essay,48,49,2,3,2245,2293,XXXVIII,2245,48
676,Volume 4 (1759),essay,51,52,2,3,2245,2296,XXXVIII,2245,51
677,Volume 4 (1759),essay,224,224,1,3,2245,2469,XL,2399,70
678,Volume 4 (1759),essay,444,444,1,3,2245,2689,XLIV,2665,24
679,Volume 4 (1759),essay,449,449,1,3,2245,2694,XLIV,2665,29
680,Volume 4 (1759),essay,452,452,1,3,2245,2697,XLIV,2665,32
681,Volume 4 (1759),essay,69,69,1,3,2245,2314,XXXIX,2308,6
682,Volume 4 (1759),essay,473,473,1,3,2245,2718,XLIV,2665,53
683,Volume 4 (1759),essay,475,475,1,3,2245,2720,XLIV,2665,55
684,Volume 4 (1759),essay,493,493,1,3,2245,2738,APPENDIX III,2729,9
685,Volume 4 (1759),essay,489,489,1,3,2245,2734,APPENDIX III,2729,5
686,Volume 4 (1759),essay,491,491,1,3,2245,2736,APPENDIX III,2729,7
687,Volume 4 (1759),essay,114,114,1,3,2245,2359,XXXIX,2308,51
688,Volume 4 (1759),essay,509,509,1,3,2245,2754,APPENDIX III,2729,25
689,Volume 4 (1759),essay,512,512,1,3,2245,2757,APPENDIX III,2729,28
690,Volume 4 (1759),essay,533,533,1,3,2245,2778,APPENDIX III,2729,49
691,Volume 4 (1759),essay,24,24,1,3,2245,2269,XXXVIII,2245,24
692,Volume 4 (1759),essay,442,442,1,3,2245,2687,XLIV,2665,22
693,Volume 4 (1759),essay,122,122,1,3,2245,2367,XXXIX,2308,59
694,Volume 4 (1759),essay,238,238,1,3,2245,2483,XL,2399,84
695,Volume 4 (1759),essay,154,154,1,3,2245,2399,XL,2399,0
696,Volume 4 (1759),essay,212,212,1,3,2245,2457,XL,2399,58
697,Volume 4 (1759),essay,251,251,1,3,2245,2496,XLI,2489,7
698,Volume 4 (1759),essay,258,258,1,3,2245,2503,XLI,2489,14
699,Volume 4 (1759),essay,265,265,1,3,2245,2510,XLI,2489,21
700,Volume 4 (1759),essay,204,204,1,3,2245,2449,XL,2399,50
701,Volume 4 (1759),essay,282,282,1,3,2245,2527,XLI,2489,38
702,Volume 4 (1759),essay,293,293,1,3,2245,2538,XLII,2537,1
703,Volume 4 (1759),essay,189,189,1,3,2245,2434,XL,2399,35
704,Volume 4 (1759),essay,308,308,1,3,2245,2553,XLII,2537,16
705,Volume 4 (1759),essay,181,181,1,3,2245,2426,XL,2399,27
706,Volume 4 (1759),essay,165,165,1,3,2245,2410,XL,2399,11
707,Volume 4 (1759),essay,334,334,1,3,2245,2579,XLII,2537,42
708,Volume 4 (1759),essay,156,156,1,3,2245,2401,XL,2399,2
709,Volume 4 (1759),essay,347,347,1,3,2245,2592,XLII,2537,55
710,Volume 4 (1759),essay,354,354,1,3,2245,2599,XLII,2537,62
711,Volume 4 (1759),essay,359,359,1,3,2245,2604,XLII,2537,67
712,Volume 4 (1759),essay,363,363,1,3,2245,2608,XLII,2537,71
713,Volume 4 (1759),essay,5,5,1,3,2245,2250,XXXVIII,2245,5
714,Volume 4 (1759),political discourses,527,541,15,3,2245,2772,APPENDIX III,2729,43
715,Volume 4 (1759),political discourses,543,547,5,3,2245,2788,APPENDIX III,2729,59
716,Volume 4 (1759),political discourses,420,423,4,3,2245,2665,XLIV,2665,0
717,Volume 4 (1759),political discourses,520,522,3,3,2245,2765,APPENDIX III,2729,36
718,Volume 4 (1759),political discourses,496,498,3,3,2245,2741,APPENDIX III,2729,12
719,Volume 4 (1759),political discourses,492,494,3,3,2245,2737,APPENDIX III,2729,8
720,Volume 4 (1759),political discourses,524,525,2,3,2245,2769,APPENDIX III,2729,40
721,Volume 4 (1759),political discourses,63,64,2,3,2245,2308,XXXIX,2308,0
722,Volume 4 (1759),political discourses,414,415,2,3,2245,2659,XLIII,2617,42
723,Volume 4 (1759),political discourses,425,426,2,3,2245,2670,XLIV,2665,5
724,Volume 4 (1759),political discourses,282,283,2,3,2245,2527,XLI,2489,38
725,Volume 4 (1759),political discourses,206,207,2,3,2245,2451,XL,2399,52
726,Volume 4 (1759),political discourses,406,406,1,3,2245,2651,XLIII,2617,34
727,Volume 4 (1759),political discourses,486,486,1,3,2245,2731,APPENDIX III,2729,2
