,volume,genre,burst_len,chapter,start_in_chapter
569,Volume 4 (1759),essay,1,XLIV,43
570,Volume 4 (1759),essay,1,XLII,67
571,Volume 4 (1759),essay,1,XLII,71
572,Volume 4 (1759),essay,1,XLII,75
573,Volume 4 (1759),essay,1,XLIII,17
574,Volume 4 (1759),essay,1,XLIII,40
575,Volume 4 (1759),essay,1,XLIV,0
576,Volume 4 (1759),essay,1,XXXIX,6
577,Volume 4 (1759),essay,1,XLIV,22
578,Volume 4 (1759),essay,1,XXXVIII,25
579,Volume 4 (1759),essay,1,XXXVIII,38
580,Volume 4 (1759),essay,1,XLII,55
581,Volume 4 (1759),essay,1,APPENDIX III,7
582,Volume 4 (1759),essay,1,APPENDIX III,22
583,Volume 4 (1759),essay,1,APPENDIX III,25
584,Volume 4 (1759),essay,1,XXXVIII,10
585,Volume 4 (1759),essay,1,APPENDIX III,31
586,Volume 4 (1759),essay,1,APPENDIX III,62
587,Volume 4 (1759),essay,1,APPENDIX III,65
588,Volume 4 (1759),essay,1,XXXIX,24
589,Volume 4 (1759),essay,1,XL,37
590,Volume 4 (1759),essay,1,XL,39
591,Volume 4 (1759),essay,1,XL,27
592,Volume 4 (1759),essay,1,XL,42
593,Volume 4 (1759),essay,1,XL,45
594,Volume 4 (1759),essay,1,XL,50
595,Volume 4 (1759),essay,1,XL,53
596,Volume 4 (1759),essay,1,XL,58
597,Volume 4 (1759),essay,1,XL,71
598,Volume 4 (1759),essay,1,XL,35
599,Volume 4 (1759),essay,1,XLI,0
600,Volume 4 (1759),essay,1,XLI,27
601,Volume 4 (1759),essay,1,XLII,42
602,Volume 4 (1759),essay,1,XL,7
603,Volume 4 (1759),essay,1,XL,5
604,Volume 4 (1759),essay,1,XLI,38
605,Volume 4 (1759),essay,1,XL,3
606,Volume 4 (1759),essay,1,XL,0
607,Volume 4 (1759),essay,1,XXXIX,63
608,Volume 4 (1759),essay,1,XXXIX,38
609,Volume 4 (1759),essay,1,XXXIX,35
610,Volume 4 (1759),essay,1,APPENDIX III,67
611,Volume 4 (1759),political discourses,7,APPENDIX III,13
612,Volume 4 (1759),political discourses,6,APPENDIX III,53
613,Volume 4 (1759),political discourses,6,XLIV,0
614,Volume 4 (1759),political discourses,5,APPENDIX III,47
615,Volume 4 (1759),political discourses,3,APPENDIX III,9
616,Volume 4 (1759),political discourses,3,APPENDIX III,40
617,Volume 4 (1759),political discourses,2,XL,52
618,Volume 4 (1759),political discourses,2,XL,41
619,Volume 4 (1759),political discourses,2,XLII,71
620,Volume 4 (1759),political discourses,2,APPENDIX III,21
621,Volume 4 (1759),political discourses,2,XLIV,7
622,Volume 4 (1759),political discourses,2,XL,87
623,Volume 4 (1759),political discourses,2,APPENDIX III,44
624,Volume 4 (1759),political discourses,2,APPENDIX III,60
625,Volume 4 (1759),political discourses,2,APPENDIX III,2
626,Volume 4 (1759),political discourses,1,XLIV,51
627,Volume 4 (1759),political discourses,1,XLIII,34
628,Volume 4 (1759),political discourses,1,XLIV,55
629,Volume 4 (1759),political discourses,1,XXXVIII,10
630,Volume 4 (1759),political discourses,1,APPENDIX III,5
631,Volume 4 (1759),political discourses,1,APPENDIX III,7
632,Volume 4 (1759),political discourses,1,APPENDIX III,24
633,Volume 4 (1759),political discourses,1,APPENDIX III,29
634,Volume 4 (1759),political discourses,1,APPENDIX III,32
635,Volume 4 (1759),political discourses,1,APPENDIX III,37
636,Volume 4 (1759),political discourses,1,XLIII,30
637,Volume 4 (1759),political discourses,1,XLII,65
638,Volume 4 (1759),political discourses,1,XLII,67
639,Volume 4 (1759),political discourses,1,XL,50
640,Volume 4 (1759),political discourses,1,XXXVIII,15
641,Volume 4 (1759),political discourses,1,XXXVIII,55
642,Volume 4 (1759),political discourses,1,XXXIX,0
643,Volume 4 (1759),political discourses,1,XXXIX,6
644,Volume 4 (1759),political discourses,1,XXXIX,15
645,Volume 4 (1759),political discourses,1,XXXIX,42
646,Volume 4 (1759),political discourses,1,XL,3
647,Volume 4 (1759),political discourses,1,XL,6
648,Volume 4 (1759),political discourses,1,XL,38
649,Volume 4 (1759),political discourses,1,XL,55
650,Volume 4 (1759),political discourses,1,XXXVIII,12
651,Volume 4 (1759),political discourses,1,XL,78
652,Volume 4 (1759),political discourses,1,XL,82
653,Volume 4 (1759),political discourses,1,XL,84
654,Volume 4 (1759),political discourses,1,XLI,0
655,Volume 4 (1759),political discourses,1,XLI,27
656,Volume 4 (1759),political discourses,1,XLI,30
657,Volume 4 (1759),political discourses,1,XLI,33
658,Volume 4 (1759),political discourses,1,XLI,38
659,Volume 4 (1759),political discourses,1,XLII,53
660,Volume 4 (1759),political discourses,1,APPENDIX III,63
661,Volume 5 (1754),dialogues,1,LV,89
662,Volume 5 (1754),dialogues,1,LV,92
663,Volume 5 (1754),dissertation,14,LII,11
664,Volume 5 (1754),dissertation,5,XLVI,12
665,Volume 5 (1754),dissertation,4,LVII,26
666,Volume 5 (1754),dissertation,3,A. TO THE REIGN OF JAMES I,58
667,Volume 5 (1754),dissertation,2,XLV,14
668,Volume 5 (1754),dissertation,2,LV,27
669,Volume 5 (1754),dissertation,2,LIX,144
670,Volume 5 (1754),dissertation,2,XLVII,37
671,Volume 5 (1754),dissertation,1,XLVII,40
672,Volume 5 (1754),dissertation,1,LVIII ,49
673,Volume 5 (1754),dissertation,1,LV,71
674,Volume 5 (1754),dissertation,1,LV,78
675,Volume 5 (1754),dissertation,1,LVI,64
676,Volume 5 (1754),dissertation,1,XLV,28
677,Volume 5 (1754),dissertation,1,LVII,61
678,Volume 5 (1754),dissertation,1,LVIII ,14
679,Volume 5 (1754),dissertation,1,LIX,5
680,Volume 5 (1754),dissertation,1,LIII,27
681,Volume 5 (1754),dissertation,1,LIX,28
682,Volume 5 (1754),dissertation,1,LIX,89
683,Volume 5 (1754),dissertation,1,LIX,125
684,Volume 5 (1754),dissertation,1,LIX,130
685,Volume 5 (1754),dissertation,1,LIX,132
686,Volume 5 (1754),dissertation,1,XLVI,2
687,Volume 5 (1754),dissertation,1,LIII,20
688,Volume 5 (1754),dissertation,1,XLVII,50
689,Volume 5 (1754),dissertation,1,LIII,12
690,Volume 5 (1754),dissertation,1,LIII,9
691,Volume 5 (1754),dissertation,1,XLV,17
692,Volume 5 (1754),dissertation,1,LII,73
693,Volume 5 (1754),dissertation,1,LII,66
694,Volume 5 (1754),dissertation,1,LII,46
695,Volume 5 (1754),dissertation,1,LII,37
696,Volume 5 (1754),dissertation,1,XLVII,19
697,Volume 5 (1754),dissertation,1,LI,64
698,Volume 5 (1754),dissertation,1,L,16
699,Volume 5 (1754),dissertation,1,A. TO THE REIGN OF JAMES I,62
700,Volume 5 (1754),dissertation,1,A. TO THE REIGN OF JAMES I,56
701,Volume 5 (1754),dissertation,1,A. TO THE REIGN OF JAMES I,13
702,Volume 5 (1754),dissertation,1,LII,76
703,Volume 5 (1754),enquiry,4,LV,89
704,Volume 5 (1754),enquiry,3,LII,15
705,Volume 5 (1754),enquiry,2,LIX,134
706,Volume 5 (1754),enquiry,2,LVII,41
707,Volume 5 (1754),enquiry,2,LV,23
708,Volume 5 (1754),enquiry,2,LV,27
709,Volume 5 (1754),enquiry,2,LI,44
710,Volume 5 (1754),enquiry,2,LIV,82
711,Volume 5 (1754),enquiry,1,LVII,58
712,Volume 5 (1754),enquiry,1,LVI,64
713,Volume 5 (1754),enquiry,1,LVI,50
714,Volume 5 (1754),enquiry,1,LIV,78
715,Volume 5 (1754),enquiry,1,LVI,43
716,Volume 5 (1754),enquiry,1,LVI,18
717,Volume 5 (1754),enquiry,1,LIX,28
718,Volume 5 (1754),enquiry,1,LV,94
719,Volume 5 (1754),enquiry,1,LIX,121
720,Volume 5 (1754),enquiry,1,LV,78
721,Volume 5 (1754),enquiry,1,LIX,125
722,Volume 5 (1754),enquiry,1,LIX,132
723,Volume 5 (1754),enquiry,1,LIV,102
724,Volume 5 (1754),enquiry,1,XLVI,0
725,Volume 5 (1754),enquiry,1,LIV,76
726,Volume 5 (1754),enquiry,1,LI,42
727,Volume 5 (1754),enquiry,1,XLVI,64
728,Volume 5 (1754),enquiry,1,XLVIII,9
729,Volume 5 (1754),enquiry,1,XLVIII,28
730,Volume 5 (1754),enquiry,1,XLIX,16
731,Volume 5 (1754),enquiry,1,A. TO THE REIGN OF JAMES I,16
732,Volume 5 (1754),enquiry,1,A. TO THE REIGN OF JAMES I,63
733,Volume 5 (1754),enquiry,1,A. TO THE REIGN OF JAMES I,69
734,Volume 5 (1754),enquiry,1,LI,64
735,Volume 5 (1754),enquiry,1,XLVI,9
736,Volume 5 (1754),enquiry,1,LII,13
737,Volume 5 (1754),enquiry,1,LII,19
738,Volume 5 (1754),enquiry,1,LII,22
739,Volume 5 (1754),enquiry,1,LII,73
740,Volume 5 (1754),enquiry,1,LIV,23
741,Volume 5 (1754),enquiry,1,LIV,45
742,Volume 5 (1754),enquiry,1,LIV,64
743,Volume 5 (1754),enquiry,1,LIV,73
744,Volume 5 (1754),essay,17,A. TO THE REIGN OF JAMES I,55
745,Volume 5 (1754),essay,11,LI,3
746,Volume 5 (1754),essay,11,LIV,73
747,Volume 5 (1754),essay,7,LV,22
748,Volume 5 (1754),essay,7,LV,89
749,Volume 5 (1754),essay,7,LII,10
750,Volume 5 (1754),essay,7,LVII,54
751,Volume 5 (1754),essay,6,LVIII ,38
752,Volume 5 (1754),essay,6,XLV,15
753,Volume 5 (1754),essay,6,XLVI,11
754,Volume 5 (1754),essay,5,L,56
755,Volume 5 (1754),essay,5,LIV,22
756,Volume 5 (1754),essay,5,LII,18
757,Volume 5 (1754),essay,5,A. TO THE REIGN OF JAMES I,3
758,Volume 5 (1754),essay,5,LIX,132
759,Volume 5 (1754),essay,5,LVI,0
760,Volume 5 (1754),essay,5,XLVII,31
761,Volume 5 (1754),essay,5,LIV,39
762,Volume 5 (1754),essay,5,XLVI,42
763,Volume 5 (1754),essay,5,LI,41
764,Volume 5 (1754),essay,4,XLVIII,12
765,Volume 5 (1754),essay,4,XLVII,39
766,Volume 5 (1754),essay,4,LIII,6
767,Volume 5 (1754),essay,4,XLVI,49
768,Volume 5 (1754),essay,4,A. TO THE REIGN OF JAMES I,18
769,Volume 5 (1754),essay,4,XLV,23
770,Volume 5 (1754),essay,4,A. TO THE REIGN OF JAMES I,13
771,Volume 5 (1754),essay,3,LIII,2
772,Volume 5 (1754),essay,3,XLIX,51
773,Volume 5 (1754),essay,3,LVII,25
774,Volume 5 (1754),essay,3,LIX,4
775,Volume 5 (1754),essay,3,A. TO THE REIGN OF JAMES I,9
776,Volume 5 (1754),essay,3,LIII,11
777,Volume 5 (1754),essay,3,LIX,26
778,Volume 5 (1754),essay,3,LVII,36
779,Volume 5 (1754),essay,3,XLVIII,33
780,Volume 5 (1754),essay,3,LI,17
781,Volume 5 (1754),essay,3,LI,62
782,Volume 5 (1754),essay,3,LIV,13
783,Volume 5 (1754),essay,3,LVII,47
784,Volume 5 (1754),essay,3,LII,44
785,Volume 5 (1754),essay,3,LVI,17
786,Volume 5 (1754),essay,3,XLVII,4
787,Volume 5 (1754),essay,3,LIX,106
788,Volume 5 (1754),essay,3,LIX,110
789,Volume 5 (1754),essay,3,LV,78
790,Volume 5 (1754),essay,3,LVIII ,49
791,Volume 5 (1754),essay,3,LII,6
792,Volume 5 (1754),essay,3,LII,75
793,Volume 5 (1754),essay,2,LII,65
794,Volume 5 (1754),essay,2,LVII,41
795,Volume 5 (1754),essay,2,LVIII ,13
796,Volume 5 (1754),essay,2,LIV,1
797,Volume 5 (1754),essay,2,LIII,15
798,Volume 5 (1754),essay,2,LIII,27
799,Volume 5 (1754),essay,2,LV,39
800,Volume 5 (1754),essay,2,LV,30
801,Volume 5 (1754),essay,2,LV,63
802,Volume 5 (1754),essay,2,LV,12
803,Volume 5 (1754),essay,2,LV,66
804,Volume 5 (1754),essay,2,LV,70
805,Volume 5 (1754),essay,2,LIV,91
806,Volume 5 (1754),essay,2,LIV,64
807,Volume 5 (1754),essay,2,LVI,8
808,Volume 5 (1754),essay,2,LIV,47
809,Volume 5 (1754),essay,2,LIV,33
810,Volume 5 (1754),essay,2,LIV,30
811,Volume 5 (1754),essay,2,LIII,63
812,Volume 5 (1754),essay,2,LVI,68
813,Volume 5 (1754),essay,2,LVII,5
814,Volume 5 (1754),essay,2,LII,0
815,Volume 5 (1754),essay,2,LIX,144
816,Volume 5 (1754),essay,2,LI,59
817,Volume 5 (1754),essay,2,LIX,121
818,Volume 5 (1754),essay,2,XLVII,8
819,Volume 5 (1754),essay,2,XLVII,0
820,Volume 5 (1754),essay,2,XLVI,30
821,Volume 5 (1754),essay,2,XLVI,20
822,Volume 5 (1754),essay,2,LIX,53
823,Volume 5 (1754),essay,2,XLVIII,40
824,Volume 5 (1754),essay,2,XLIX,7
825,Volume 5 (1754),essay,2,XLIX,10
826,Volume 5 (1754),essay,2,XLVI,5
827,Volume 5 (1754),essay,2,XLIX,21
828,Volume 5 (1754),essay,2,XLIX,38
829,Volume 5 (1754),essay,2,XLIX,27
830,Volume 5 (1754),essay,2,LIX,32
831,Volume 5 (1754),essay,2,L,38
832,Volume 5 (1754),essay,2,LI,29
833,Volume 5 (1754),essay,2,LI,23
834,Volume 5 (1754),essay,2,XLV,28
835,Volume 5 (1754),essay,2,LIX,127
836,Volume 5 (1754),essay,2,LIX,0
837,Volume 5 (1754),essay,2,XLV,40
838,Volume 5 (1754),essay,2,L,7
839,Volume 5 (1754),essay,2,LIX,89
840,Volume 5 (1754),essay,1,LIX,119
841,Volume 5 (1754),essay,1,LV,99
842,Volume 5 (1754),essay,1,LV,73
843,Volume 5 (1754),essay,1,LIX,117
844,Volume 5 (1754),essay,1,LV,101
845,Volume 5 (1754),essay,1,LIX,130
846,Volume 5 (1754),essay,1,LIX,114
847,Volume 5 (1754),essay,1,LIX,139
848,Volume 5 (1754),essay,1,LVI,33
849,Volume 5 (1754),essay,1,LIX,125
850,Volume 5 (1754),essay,1,LIX,101
851,Volume 5 (1754),essay,1,LVI,57
852,Volume 5 (1754),essay,1,LIX,94
853,Volume 5 (1754),essay,1,LIX,41
854,Volume 5 (1754),essay,1,LV,52
855,Volume 5 (1754),essay,1,LVIII ,56
856,Volume 5 (1754),essay,1,LVIII ,62
857,Volume 5 (1754),essay,1,LVII,51
858,Volume 5 (1754),essay,1,LIX,17
859,Volume 5 (1754),essay,1,LIX,21
860,Volume 5 (1754),essay,1,LVII,30
861,Volume 5 (1754),essay,1,LIX,38
862,Volume 5 (1754),essay,1,LVII,16
863,Volume 5 (1754),essay,1,LIX,80
864,Volume 5 (1754),essay,1,LVII,1
865,Volume 5 (1754),essay,1,LVI,64
866,Volume 5 (1754),essay,1,LIX,51
867,Volume 5 (1754),essay,1,LVIII ,21
868,Volume 5 (1754),essay,1,LIX,59
869,Volume 5 (1754),essay,1,LVI,50
870,Volume 5 (1754),essay,1,LVI,43
871,Volume 5 (1754),essay,1,LIX,64
872,Volume 5 (1754),essay,1,LV,60
873,Volume 5 (1754),essay,1,XLV,1
874,Volume 5 (1754),essay,1,LV,47
875,Volume 5 (1754),essay,1,XLVIII,4
876,Volume 5 (1754),essay,1,L,52
877,Volume 5 (1754),essay,1,L,44
878,Volume 5 (1754),essay,1,L,33
879,Volume 5 (1754),essay,1,L,16
880,Volume 5 (1754),essay,1,L,5
881,Volume 5 (1754),essay,1,L,3
882,Volume 5 (1754),essay,1,A. TO THE REIGN OF JAMES I,51
883,Volume 5 (1754),essay,1,A. TO THE REIGN OF JAMES I,1
884,Volume 5 (1754),essay,1,XLIX,16
885,Volume 5 (1754),essay,1,XLVIII,28
886,Volume 5 (1754),essay,1,XLVIII,22
887,Volume 5 (1754),essay,1,XLVIII,18
888,Volume 5 (1754),essay,1,XLVIII,9
889,Volume 5 (1754),essay,1,XLVII,49
890,Volume 5 (1754),essay,1,LV,17
891,Volume 5 (1754),essay,1,XLVII,19
892,Volume 5 (1754),essay,1,XLVII,13
893,Volume 5 (1754),essay,1,XLVI,64
894,Volume 5 (1754),essay,1,XLVI,39
895,Volume 5 (1754),essay,1,XLVI,26
896,Volume 5 (1754),essay,1,XLVI,9
897,Volume 5 (1754),essay,1,XLVI,3
898,Volume 5 (1754),essay,1,XLVI,0
899,Volume 5 (1754),essay,1,XLV,43
900,Volume 5 (1754),essay,1,XLV,37
901,Volume 5 (1754),essay,1,XLV,35
902,Volume 5 (1754),essay,1,XLV,12
903,Volume 5 (1754),essay,1,XLV,7
904,Volume 5 (1754),essay,1,LI,15
905,Volume 5 (1754),essay,1,LI,27
906,Volume 5 (1754),essay,1,LI,32
907,Volume 5 (1754),essay,1,LI,48
908,Volume 5 (1754),essay,1,LV,7
909,Volume 5 (1754),essay,1,LV,3
910,Volume 5 (1754),essay,1,LV,0
911,Volume 5 (1754),essay,1,LIV,109
912,Volume 5 (1754),essay,1,LIV,102
913,Volume 5 (1754),essay,1,LIV,96
914,Volume 5 (1754),essay,1,LIV,89
915,Volume 5 (1754),essay,1,LIV,69
916,Volume 5 (1754),essay,1,LIV,58
917,Volume 5 (1754),essay,1,LIV,50
918,Volume 5 (1754),essay,1,LIV,45
919,Volume 5 (1754),essay,1,LIV,20
920,Volume 5 (1754),essay,1,LIV,18
921,Volume 5 (1754),essay,1,LIV,5
922,Volume 5 (1754),essay,1,LIII,52
923,Volume 5 (1754),essay,1,XLV,3
924,Volume 5 (1754),essay,1,LIII,41
925,Volume 5 (1754),essay,1,LIII,32
926,Volume 5 (1754),essay,1,LIII,20
927,Volume 5 (1754),essay,1,LII,82
928,Volume 5 (1754),essay,1,LII,79
929,Volume 5 (1754),essay,1,LII,73
930,Volume 5 (1754),essay,1,LII,69
931,Volume 5 (1754),essay,1,LII,57
932,Volume 5 (1754),essay,1,LII,53
933,Volume 5 (1754),essay,1,LII,37
934,Volume 5 (1754),essay,1,LII,29
935,Volume 5 (1754),essay,1,LIII,43
936,Volume 5 (1754),political discourses,10,XLVI,54
937,Volume 5 (1754),political discourses,10,LIV,113
938,Volume 5 (1754),political discourses,7,LIX,45
939,Volume 5 (1754),political discourses,7,L,38
940,Volume 5 (1754),political discourses,7,LIV,14
941,Volume 5 (1754),political discourses,7,LIX,19
942,Volume 5 (1754),political discourses,6,LVII,47
943,Volume 5 (1754),political discourses,6,LII,60
944,Volume 5 (1754),political discourses,5,LIV,28
945,Volume 5 (1754),political discourses,5,LIX,10
946,Volume 5 (1754),political discourses,5,L,50
947,Volume 5 (1754),political discourses,5,A. TO THE REIGN OF JAMES I,20
948,Volume 5 (1754),political discourses,5,LII,31
949,Volume 5 (1754),political discourses,4,LI,7
950,Volume 5 (1754),political discourses,4,XLIX,55
951,Volume 5 (1754),political discourses,4,LII,79
952,Volume 5 (1754),political discourses,4,LIII,50
953,Volume 5 (1754),political discourses,4,LII,38
954,Volume 5 (1754),political discourses,4,LIX,34
955,Volume 5 (1754),political discourses,4,LIX,0
956,Volume 5 (1754),political discourses,4,LI,15
957,Volume 5 (1754),political discourses,4,LIV,38
958,Volume 5 (1754),political discourses,4,LV,11
959,Volume 5 (1754),political discourses,4,LIX,105
960,Volume 5 (1754),political discourses,4,XLVI,45
961,Volume 5 (1754),political discourses,4,LIV,67
962,Volume 5 (1754),political discourses,3,L,1
963,Volume 5 (1754),political discourses,3,A. TO THE REIGN OF JAMES I,53
964,Volume 5 (1754),political discourses,3,A. TO THE REIGN OF JAMES I,43
965,Volume 5 (1754),political discourses,3,A. TO THE REIGN OF JAMES I,39
966,Volume 5 (1754),political discourses,3,A. TO THE REIGN OF JAMES I,35
967,Volume 5 (1754),political discourses,3,A. TO THE REIGN OF JAMES I,31
968,Volume 5 (1754),political discourses,3,A. TO THE REIGN OF JAMES I,26
969,Volume 5 (1754),political discourses,3,XLV,37
970,Volume 5 (1754),political discourses,3,LIV,87
971,Volume 5 (1754),political discourses,3,XLV,42
972,Volume 5 (1754),political discourses,3,LIX,100
973,Volume 5 (1754),political discourses,3,LIV,107
974,Volume 5 (1754),political discourses,3,LIII,6
975,Volume 5 (1754),political discourses,3,XLVIII,35
976,Volume 5 (1754),political discourses,3,LIX,30
977,Volume 5 (1754),political discourses,3,LV,30
978,Volume 5 (1754),political discourses,3,XLVIII,4
979,Volume 5 (1754),political discourses,3,LIX,83
980,Volume 5 (1754),political discourses,3,LVII,37
981,Volume 5 (1754),political discourses,3,LIV,91
982,Volume 5 (1754),political discourses,3,XLVI,29
983,Volume 5 (1754),political discourses,3,XLVI,24
984,Volume 5 (1754),political discourses,3,XLVI,19
985,Volume 5 (1754),political discourses,3,LV,70
986,Volume 5 (1754),political discourses,3,A. TO THE REIGN OF JAMES I,66
987,Volume 5 (1754),political discourses,2,LVII,3
988,Volume 5 (1754),political discourses,2,LII,0
989,Volume 5 (1754),political discourses,2,LIV,79
990,Volume 5 (1754),political discourses,2,LI,54
991,Volume 5 (1754),political discourses,2,LVI,5
992,Volume 5 (1754),political discourses,2,LII,43
993,Volume 5 (1754),political discourses,2,LVI,32
994,Volume 5 (1754),political discourses,2,LVI,8
995,Volume 5 (1754),political discourses,2,LIV,43
996,Volume 5 (1754),political discourses,2,LII,69
997,Volume 5 (1754),political discourses,2,LV,105
998,Volume 5 (1754),political discourses,2,LV,76
999,Volume 5 (1754),political discourses,2,LV,52
1000,Volume 5 (1754),political discourses,2,LIII,47
1001,Volume 5 (1754),political discourses,2,LV,67
1002,Volume 5 (1754),political discourses,2,LIX,138
1003,Volume 5 (1754),political discourses,2,LIV,95
1004,Volume 5 (1754),political discourses,2,XLVII,31
1005,Volume 5 (1754),political discourses,2,XLVIII,39
1006,Volume 5 (1754),political discourses,2,XLVIII,24
1007,Volume 5 (1754),political discourses,2,LVIII ,37
1008,Volume 5 (1754),political discourses,2,XLVIII,14
1009,Volume 5 (1754),political discourses,2,A. TO THE REIGN OF JAMES I,6
1010,Volume 5 (1754),political discourses,2,A. TO THE REIGN OF JAMES I,9
1011,Volume 5 (1754),political discourses,2,A. TO THE REIGN OF JAMES I,17
1012,Volume 5 (1754),political discourses,2,XLVII,41
1013,Volume 5 (1754),political discourses,2,A. TO THE REIGN OF JAMES I,47
1014,Volume 5 (1754),political discourses,2,A. TO THE REIGN OF JAMES I,50
1015,Volume 5 (1754),political discourses,2,LVIII ,61
1016,Volume 5 (1754),political discourses,2,L,5
1017,Volume 5 (1754),political discourses,2,LIX,110
1018,Volume 5 (1754),political discourses,2,XLVI,50
1019,Volume 5 (1754),political discourses,1,LV,25
1020,Volume 5 (1754),political discourses,1,LV,46
1021,Volume 5 (1754),political discourses,1,LV,63
1022,Volume 5 (1754),political discourses,1,LIX,117
1023,Volume 5 (1754),political discourses,1,LIX,115
1024,Volume 5 (1754),political discourses,1,LIV,111
1025,Volume 5 (1754),political discourses,1,LIX,95
1026,Volume 5 (1754),political discourses,1,LIX,77
1027,Volume 5 (1754),political discourses,1,LIX,40
1028,Volume 5 (1754),political discourses,1,LV,44
1029,Volume 5 (1754),political discourses,1,LIX,27
1030,Volume 5 (1754),political discourses,1,LV,17
1031,Volume 5 (1754),political discourses,1,LV,22
1032,Volume 5 (1754),political discourses,1,LIX,66
1033,Volume 5 (1754),political discourses,1,LIX,7
1034,Volume 5 (1754),political discourses,1,LVII,25
1035,Volume 5 (1754),political discourses,1,LVIII ,56
1036,Volume 5 (1754),political discourses,1,LV,84
1037,Volume 5 (1754),political discourses,1,LVII,30
1038,Volume 5 (1754),political discourses,1,LVII,10
1039,Volume 5 (1754),political discourses,1,LVII,6
1040,Volume 5 (1754),political discourses,1,LVII,54
1041,Volume 5 (1754),political discourses,1,LVII,1
1042,Volume 5 (1754),political discourses,1,LVI,78
1043,Volume 5 (1754),political discourses,1,LVII,56
1044,Volume 5 (1754),political discourses,1,LVIII ,7
1045,Volume 5 (1754),political discourses,1,LVI,69
1046,Volume 5 (1754),political discourses,1,LVI,61
1047,Volume 5 (1754),political discourses,1,LVI,58
1048,Volume 5 (1754),political discourses,1,LVI,45
1049,Volume 5 (1754),political discourses,1,LVIII ,13
1050,Volume 5 (1754),political discourses,1,LVI,30
1051,Volume 5 (1754),political discourses,1,LVI,28
1052,Volume 5 (1754),political discourses,1,LVIII ,22
1053,Volume 5 (1754),political discourses,1,LVI,2
1054,Volume 5 (1754),political discourses,1,LVI,0
1055,Volume 5 (1754),political discourses,1,LVIII ,40
1056,Volume 5 (1754),political discourses,1,LVII,23
1057,Volume 5 (1754),political discourses,1,LVIII ,53
1058,Volume 5 (1754),political discourses,1,LV,101
1059,Volume 5 (1754),political discourses,1,XLV,16
1060,Volume 5 (1754),political discourses,1,LIV,74
1061,Volume 5 (1754),political discourses,1,XLIX,2
1062,Volume 5 (1754),political discourses,1,LI,1
1063,Volume 5 (1754),political discourses,1,L,58
1064,Volume 5 (1754),political discourses,1,L,56
1065,Volume 5 (1754),political discourses,1,L,47
1066,Volume 5 (1754),political discourses,1,L,33
1067,Volume 5 (1754),political discourses,1,L,8
1068,Volume 5 (1754),political discourses,1,A. TO THE REIGN OF JAMES I,12
1069,Volume 5 (1754),political discourses,1,A. TO THE REIGN OF JAMES I,3
1070,Volume 5 (1754),political discourses,1,XLIX,53
1071,Volume 5 (1754),political discourses,1,XLIX,47
1072,Volume 5 (1754),political discourses,1,XLIX,43
1073,Volume 5 (1754),political discourses,1,XLIX,27
1074,Volume 5 (1754),political discourses,1,XLIX,19
1075,Volume 5 (1754),political discourses,1,XLIX,16
1076,Volume 5 (1754),political discourses,1,XLVIII,22
1077,Volume 5 (1754),political discourses,1,LI,5
1078,Volume 5 (1754),political discourses,1,XLVIII,2
1079,Volume 5 (1754),political discourses,1,XLVII,39
1080,Volume 5 (1754),political discourses,1,XLVII,34
1081,Volume 5 (1754),political discourses,1,XLVII,27
1082,Volume 5 (1754),political discourses,1,XLVII,13
1083,Volume 5 (1754),political discourses,1,XLVI,65
1084,Volume 5 (1754),political discourses,1,XLVI,42
1085,Volume 5 (1754),political discourses,1,XLVI,34
1086,Volume 5 (1754),political discourses,1,XLVI,5
1087,Volume 5 (1754),political discourses,1,XLVI,3
1088,Volume 5 (1754),political discourses,1,XLV,35
1089,Volume 5 (1754),political discourses,1,XLV,32
1090,Volume 5 (1754),political discourses,1,XLV,29
1091,Volume 5 (1754),political discourses,1,XLV,27
1092,Volume 5 (1754),political discourses,1,LI,3
1093,Volume 5 (1754),political discourses,1,LI,12
1094,Volume 5 (1754),political discourses,1,LIV,65
1095,Volume 5 (1754),political discourses,1,LIII,0
1096,Volume 5 (1754),political discourses,1,LIV,63
1097,Volume 5 (1754),political discourses,1,LIV,58
1098,Volume 5 (1754),political discourses,1,LIV,53
1099,Volume 5 (1754),political discourses,1,LIV,25
1100,Volume 5 (1754),political discourses,1,LIV,5
1101,Volume 5 (1754),political discourses,1,LIV,3
1102,Volume 5 (1754),political discourses,1,LIII,63
1103,Volume 5 (1754),political discourses,1,LIII,41
1104,Volume 5 (1754),political discourses,1,LIII,38
1105,Volume 5 (1754),political discourses,1,LIII,32
1106,Volume 5 (1754),political discourses,1,LIII,26
1107,Volume 5 (1754),political discourses,1,LIII,21
1108,Volume 5 (1754),political discourses,1,LIII,11
1109,Volume 5 (1754),political discourses,1,XLV,21
1110,Volume 5 (1754),political discourses,1,LII,75
1111,Volume 5 (1754),political discourses,1,LI,21
1112,Volume 5 (1754),political discourses,1,LII,67
1113,Volume 5 (1754),political discourses,1,LII,57
1114,Volume 5 (1754),political discourses,1,LII,55
1115,Volume 5 (1754),political discourses,1,LII,52
1116,Volume 5 (1754),political discourses,1,LII,49
1117,Volume 5 (1754),political discourses,1,LII,47
1118,Volume 5 (1754),political discourses,1,LII,27
1119,Volume 5 (1754),political discourses,1,LII,25
1120,Volume 5 (1754),political discourses,1,LII,21
