,volume,genre,left,right,burst_len,volume_number,add_to_paragraph_number,full_paragraph_number,chapter,chapter_start,start_in_chapter
375,Volume 3 (1759),essay,693,694,2,2,1500,2193,XXXVII,2193,0
376,Volume 3 (1759),essay,321,322,2,2,1500,1821,XXX,1786,35
377,Volume 3 (1759),essay,708,709,2,2,1500,2208,XXXVII,2193,15
378,Volume 3 (1759),essay,696,697,2,2,1500,2196,XXXVII,2193,3
379,Volume 3 (1759),essay,354,355,2,2,1500,1854,XXXI,1847,7
380,Volume 3 (1759),essay,394,395,2,2,1500,1894,XXXI,1847,47
381,Volume 3 (1759),essay,672,673,2,2,1500,2172,XXXVI,2152,20
382,Volume 3 (1759),essay,591,592,2,2,1500,2091,XXXIV,2038,53
383,Volume 3 (1759),essay,426,427,2,2,1500,1926,XXXII,1920,6
384,Volume 3 (1759),essay,622,623,2,2,1500,2122,XXXV,2096,26
385,Volume 3 (1759),essay,469,470,2,2,1500,1969,XXXII,1920,49
386,Volume 3 (1759),essay,516,517,2,2,1500,2016,XXXIII,1971,45
387,Volume 3 (1759),essay,260,261,2,2,1500,1760,XXIX,1715,45
388,Volume 3 (1759),essay,608,609,2,2,1500,2108,XXXV,2096,12
389,Volume 3 (1759),essay,544,545,2,2,1500,2044,XXXIV,2038,6
390,Volume 3 (1759),essay,736,737,2,2,1500,2236,XXXVII,2193,43
391,Volume 3 (1759),essay,125,126,2,2,1500,1625,XXVI,1579,46
392,Volume 3 (1759),essay,275,275,1,2,1500,1775,XXIX,1715,60
393,Volume 3 (1759),essay,635,635,1,2,1500,2135,XXXV,2096,39
394,Volume 3 (1759),essay,133,133,1,2,1500,1633,XXVII,1626,7
395,Volume 3 (1759),essay,560,560,1,2,1500,2060,XXXIV,2038,22
396,Volume 3 (1759),essay,569,569,1,2,1500,2069,XXXIV,2038,31
397,Volume 3 (1759),essay,574,574,1,2,1500,2074,XXXIV,2038,36
398,Volume 3 (1759),essay,577,577,1,2,1500,2077,XXXIV,2038,39
399,Volume 3 (1759),essay,123,123,1,2,1500,1623,XXVI,1579,44
400,Volume 3 (1759),essay,594,594,1,2,1500,2094,XXXIV,2038,56
401,Volume 3 (1759),essay,115,115,1,2,1500,1615,XXVI,1579,36
402,Volume 3 (1759),essay,68,68,1,2,1500,1568,XXV,1535,33
403,Volume 3 (1759),essay,632,632,1,2,1500,2132,XXXV,2096,36
404,Volume 3 (1759),essay,641,641,1,2,1500,2141,XXXV,2096,45
405,Volume 3 (1759),essay,281,281,1,2,1500,1781,XXIX,1715,66
406,Volume 3 (1759),essay,651,651,1,2,1500,2151,XXXV,2096,55
407,Volume 3 (1759),essay,660,660,1,2,1500,2160,XXXVI,2152,8
408,Volume 3 (1759),essay,664,664,1,2,1500,2164,XXXVI,2152,12
409,Volume 3 (1759),essay,63,63,1,2,1500,1563,XXV,1535,28
410,Volume 3 (1759),essay,675,675,1,2,1500,2175,XXXVI,2152,23
411,Volume 3 (1759),essay,61,61,1,2,1500,1561,XXV,1535,26
412,Volume 3 (1759),essay,52,52,1,2,1500,1552,XXV,1535,17
413,Volume 3 (1759),essay,39,39,1,2,1500,1539,XXV,1535,4
414,Volume 3 (1759),essay,37,37,1,2,1500,1537,XXV,1535,2
415,Volume 3 (1759),essay,30,30,1,2,1500,1530,XXIV,1500,30
416,Volume 3 (1759),essay,720,720,1,2,1500,2220,XXXVII,2193,27
417,Volume 3 (1759),essay,142,142,1,2,1500,1642,XXVII,1626,16
418,Volume 3 (1759),essay,520,520,1,2,1500,2020,XXXIII,1971,49
419,Volume 3 (1759),essay,144,144,1,2,1500,1644,XXVII,1626,18
420,Volume 3 (1759),essay,503,503,1,2,1500,2003,XXXIII,1971,32
421,Volume 3 (1759),essay,285,285,1,2,1500,1785,XXIX,1715,70
422,Volume 3 (1759),essay,245,245,1,2,1500,1745,XXIX,1715,30
423,Volume 3 (1759),essay,302,302,1,2,1500,1802,XXX,1786,16
424,Volume 3 (1759),essay,311,311,1,2,1500,1811,XXX,1786,25
425,Volume 3 (1759),essay,318,318,1,2,1500,1818,XXX,1786,32
426,Volume 3 (1759),essay,227,227,1,2,1500,1727,XXIX,1715,12
427,Volume 3 (1759),essay,343,343,1,2,1500,1843,XXX,1786,57
428,Volume 3 (1759),essay,211,211,1,2,1500,1711,XXVIII,1676,35
429,Volume 3 (1759),essay,203,203,1,2,1500,1703,XXVIII,1676,27
430,Volume 3 (1759),essay,12,12,1,2,1500,1512,XXIV,1500,12
431,Volume 3 (1759),essay,382,382,1,2,1500,1882,XXXI,1847,35
432,Volume 3 (1759),essay,389,389,1,2,1500,1889,XXXI,1847,42
433,Volume 3 (1759),essay,188,188,1,2,1500,1688,XXVIII,1676,12
434,Volume 3 (1759),essay,185,185,1,2,1500,1685,XXVIII,1676,9
435,Volume 3 (1759),essay,181,181,1,2,1500,1681,XXVIII,1676,5
436,Volume 3 (1759),essay,417,417,1,2,1500,1917,XXXI,1847,70
437,Volume 3 (1759),essay,421,421,1,2,1500,1921,XXXII,1920,1
438,Volume 3 (1759),essay,177,177,1,2,1500,1677,XXVIII,1676,1
439,Volume 3 (1759),essay,433,433,1,2,1500,1933,XXXII,1920,13
440,Volume 3 (1759),essay,436,436,1,2,1500,1936,XXXII,1920,16
441,Volume 3 (1759),essay,174,174,1,2,1500,1674,XXVII,1626,48
442,Volume 3 (1759),essay,156,156,1,2,1500,1656,XXVII,1626,30
443,Volume 3 (1759),essay,151,151,1,2,1500,1651,XXVII,1626,25
444,Volume 3 (1759),essay,6,6,1,2,1500,1506,XXIV,1500,6
445,Volume 3 (1759),political discourses,115,123,9,2,1500,1615,XXVI,1579,36
446,Volume 3 (1759),political discourses,530,536,7,2,1500,2030,XXXIII,1971,59
447,Volume 3 (1759),political discourses,739,744,6,2,1500,2239,XXXVII,2193,46
448,Volume 3 (1759),political discourses,596,599,4,2,1500,2096,XXXV,2096,0
449,Volume 3 (1759),political discourses,524,527,4,2,1500,2024,XXXIII,1971,53
450,Volume 3 (1759),political discourses,569,571,3,2,1500,2069,XXXIV,2038,31
451,Volume 3 (1759),political discourses,110,112,3,2,1500,1610,XXVI,1579,31
452,Volume 3 (1759),political discourses,224,226,3,2,1500,1724,XXIX,1715,9
453,Volume 3 (1759),political discourses,136,138,3,2,1500,1636,XXVII,1626,10
454,Volume 3 (1759),political discourses,635,637,3,2,1500,2135,XXXV,2096,39
455,Volume 3 (1759),political discourses,399,400,2,2,1500,1899,XXXI,1847,52
456,Volume 3 (1759),political discourses,251,252,2,2,1500,1751,XXIX,1715,36
457,Volume 3 (1759),political discourses,427,428,2,2,1500,1927,XXXII,1920,7
458,Volume 3 (1759),political discourses,216,217,2,2,1500,1716,XXIX,1715,1
459,Volume 3 (1759),political discourses,211,212,2,2,1500,1711,XXVIII,1676,35
460,Volume 3 (1759),political discourses,547,548,2,2,1500,2047,XXXIV,2038,9
461,Volume 3 (1759),political discourses,632,633,2,2,1500,2132,XXXV,2096,36
462,Volume 3 (1759),political discourses,373,374,2,2,1500,1873,XXXI,1847,26
463,Volume 3 (1759),political discourses,574,575,2,2,1500,2074,XXXIV,2038,36
464,Volume 3 (1759),political discourses,520,521,2,2,1500,2020,XXXIII,1971,49
465,Volume 3 (1759),political discourses,467,468,2,2,1500,1967,XXXII,1920,47
466,Volume 3 (1759),political discourses,343,344,2,2,1500,1843,XXX,1786,57
467,Volume 3 (1759),political discourses,551,551,1,2,1500,2051,XXXIV,2038,13
468,Volume 3 (1759),political discourses,503,503,1,2,1500,2003,XXXIII,1971,32
469,Volume 3 (1759),political discourses,436,436,1,2,1500,1936,XXXII,1920,16
470,Volume 3 (1759),political discourses,491,491,1,2,1500,1991,XXXIII,1971,20
471,Volume 3 (1759),political discourses,605,605,1,2,1500,2105,XXXV,2096,9
472,Volume 3 (1759),political discourses,577,577,1,2,1500,2077,XXXIV,2038,39
473,Volume 3 (1759),political discourses,589,589,1,2,1500,2089,XXXIV,2038,51
474,Volume 3 (1759),political discourses,620,620,1,2,1500,2120,XXXV,2096,24
475,Volume 3 (1759),political discourses,625,625,1,2,1500,2125,XXXV,2096,29
476,Volume 3 (1759),political discourses,630,630,1,2,1500,2130,XXXV,2096,34
477,Volume 3 (1759),political discourses,639,639,1,2,1500,2139,XXXV,2096,43
478,Volume 3 (1759),political discourses,641,641,1,2,1500,2141,XXXV,2096,45
479,Volume 3 (1759),political discourses,643,643,1,2,1500,2143,XXXV,2096,47
480,Volume 3 (1759),political discourses,664,664,1,2,1500,2164,XXXVI,2152,12
481,Volume 3 (1759),political discourses,673,673,1,2,1500,2173,XXXVI,2152,21
482,Volume 3 (1759),political discourses,685,685,1,2,1500,2185,XXXVI,2152,33
483,Volume 3 (1759),political discourses,702,702,1,2,1500,2202,XXXVII,2193,9
484,Volume 3 (1759),political discourses,708,708,1,2,1500,2208,XXXVII,2193,15
485,Volume 3 (1759),political discourses,710,710,1,2,1500,2210,XXXVII,2193,17
486,Volume 3 (1759),political discourses,433,433,1,2,1500,1933,XXXII,1920,13
487,Volume 3 (1759),political discourses,1,1,1,2,1500,1501,XXIV,1500,1
488,Volume 3 (1759),political discourses,414,414,1,2,1500,1914,XXXI,1847,67
489,Volume 3 (1759),political discourses,187,187,1,2,1500,1687,XXVIII,1676,11
490,Volume 3 (1759),political discourses,37,37,1,2,1500,1537,XXV,1535,2
491,Volume 3 (1759),political discourses,39,39,1,2,1500,1539,XXV,1535,4
492,Volume 3 (1759),political discourses,52,52,1,2,1500,1552,XXV,1535,17
493,Volume 3 (1759),political discourses,61,61,1,2,1500,1561,XXV,1535,26
494,Volume 3 (1759),political discourses,70,70,1,2,1500,1570,XXV,1535,35
495,Volume 3 (1759),political discourses,76,76,1,2,1500,1576,XXV,1535,41
496,Volume 3 (1759),political discourses,125,125,1,2,1500,1625,XXVI,1579,46
497,Volume 3 (1759),political discourses,134,134,1,2,1500,1634,XXVII,1626,8
498,Volume 3 (1759),political discourses,141,141,1,2,1500,1641,XXVII,1626,15
499,Volume 3 (1759),political discourses,164,164,1,2,1500,1664,XXVII,1626,38
500,Volume 3 (1759),political discourses,179,179,1,2,1500,1679,XXVIII,1676,3
501,Volume 3 (1759),political discourses,181,181,1,2,1500,1681,XXVIII,1676,5
502,Volume 3 (1759),political discourses,185,185,1,2,1500,1685,XXVIII,1676,9
503,Volume 3 (1759),political discourses,220,220,1,2,1500,1720,XXIX,1715,5
504,Volume 3 (1759),political discourses,409,409,1,2,1500,1909,XXXI,1847,62
505,Volume 3 (1759),political discourses,222,222,1,2,1500,1722,XXIX,1715,7
506,Volume 3 (1759),political discourses,231,231,1,2,1500,1731,XXIX,1715,16
507,Volume 3 (1759),political discourses,236,236,1,2,1500,1736,XXIX,1715,21
508,Volume 3 (1759),political discourses,239,239,1,2,1500,1739,XXIX,1715,24
509,Volume 3 (1759),political discourses,248,248,1,2,1500,1748,XXIX,1715,33
510,Volume 3 (1759),political discourses,258,258,1,2,1500,1758,XXIX,1715,43
511,Volume 3 (1759),political discourses,260,260,1,2,1500,1760,XXIX,1715,45
512,Volume 3 (1759),political discourses,272,272,1,2,1500,1772,XXIX,1715,57
513,Volume 3 (1759),political discourses,276,276,1,2,1500,1776,XXIX,1715,61
514,Volume 3 (1759),political discourses,285,285,1,2,1500,1785,XXIX,1715,70
515,Volume 3 (1759),political discourses,315,315,1,2,1500,1815,XXX,1786,29
516,Volume 3 (1759),political discourses,35,35,1,2,1500,1535,XXV,1535,0
517,Volume 3 (1759),political discourses,379,379,1,2,1500,1879,XXXI,1847,32
518,Volume 3 (1759),political discourses,376,376,1,2,1500,1876,XXXI,1847,29
519,Volume 4 (1759),dissertation,47,49,3,3,2245,2292,XXXVIII,2245,47
520,Volume 4 (1759),dissertation,22,23,2,3,2245,2267,XXXVIII,2245,22
521,Volume 4 (1759),dissertation,25,26,2,3,2245,2270,XXXVIII,2245,25
522,Volume 4 (1759),dissertation,156,157,2,3,2245,2401,XL,2399,2
523,Volume 4 (1759),dissertation,1,1,1,3,2245,2246,XXXVIII,2245,1
524,Volume 4 (1759),dissertation,183,183,1,3,2245,2428,XL,2399,29
525,Volume 4 (1759),dissertation,483,483,1,3,2245,2728,XLIV,2665,63
526,Volume 4 (1759),dissertation,473,473,1,3,2245,2718,XLIV,2665,53
527,Volume 4 (1759),dissertation,426,426,1,3,2245,2671,XLIV,2665,6
528,Volume 4 (1759),dissertation,296,296,1,3,2245,2541,XLII,2537,4
529,Volume 4 (1759),dissertation,154,154,1,3,2245,2399,XL,2399,0
530,Volume 4 (1759),dissertation,159,159,1,3,2245,2404,XL,2399,5
531,Volume 4 (1759),dissertation,16,16,1,3,2245,2261,XXXVIII,2245,16
532,Volume 4 (1759),dissertation,101,101,1,3,2245,2346,XXXIX,2308,38
533,Volume 4 (1759),dissertation,51,51,1,3,2245,2296,XXXVIII,2245,51
534,Volume 4 (1759),dissertation,28,28,1,3,2245,2273,XXXVIII,2245,28
535,Volume 4 (1759),dissertation,551,551,1,3,2245,2796,APPENDIX III,2729,67
536,Volume 4 (1759),enquiry,337,338,2,3,2245,2582,XLII,2537,45
537,Volume 4 (1759),enquiry,473,474,2,3,2245,2718,XLIV,2665,53
538,Volume 4 (1759),enquiry,482,483,2,3,2245,2727,XLIV,2665,62
539,Volume 4 (1759),enquiry,1,1,1,3,2245,2246,XXXVIII,2245,1
540,Volume 4 (1759),enquiry,51,51,1,3,2245,2296,XXXVIII,2245,51
541,Volume 4 (1759),enquiry,101,101,1,3,2245,2346,XXXIX,2308,38
542,Volume 4 (1759),enquiry,313,313,1,3,2245,2558,XLII,2537,21
543,Volume 4 (1759),enquiry,480,480,1,3,2245,2725,XLIV,2665,60
544,Volume 4 (1759),essay,480,486,7,3,2245,2725,XLIV,2665,60
545,Volume 4 (1759),essay,46,52,7,3,2245,2291,XXXVIII,2245,46
546,Volume 4 (1759),essay,64,67,4,3,2245,2309,XXXIX,2308,1
547,Volume 4 (1759),essay,423,426,4,3,2245,2668,XLIV,2665,3
548,Volume 4 (1759),essay,337,340,4,3,2245,2582,XLII,2537,45
549,Volume 4 (1759),essay,353,355,3,3,2245,2598,XLII,2537,61
550,Volume 4 (1759),essay,21,23,3,3,2245,2266,XXXVIII,2245,21
551,Volume 4 (1759),essay,306,307,2,3,2245,2551,XLII,2537,14
552,Volume 4 (1759),essay,6,7,2,3,2245,2251,XXXVIII,2245,6
553,Volume 4 (1759),essay,273,274,2,3,2245,2518,XLI,2489,29
554,Volume 4 (1759),essay,276,277,2,3,2245,2521,XLI,2489,32
555,Volume 4 (1759),essay,292,293,2,3,2245,2537,XLII,2537,0
556,Volume 4 (1759),essay,296,297,2,3,2245,2541,XLII,2537,4
557,Volume 4 (1759),essay,0,1,2,3,2245,2245,XXXVIII,2245,0
558,Volume 4 (1759),essay,328,329,2,3,2245,2573,XLII,2537,36
559,Volume 4 (1759),essay,331,332,2,3,2245,2576,XLII,2537,39
560,Volume 4 (1759),essay,236,237,2,3,2245,2481,XL,2399,82
561,Volume 4 (1759),essay,473,474,2,3,2245,2718,XLIV,2665,53
562,Volume 4 (1759),essay,503,504,2,3,2245,2748,APPENDIX III,2729,19
563,Volume 4 (1759),essay,511,512,2,3,2245,2756,APPENDIX III,2729,27
564,Volume 4 (1759),essay,241,242,2,3,2245,2486,XL,2399,87
565,Volume 4 (1759),essay,250,251,2,3,2245,2495,XLI,2489,6
566,Volume 4 (1759),essay,90,91,2,3,2245,2335,XXXIX,2308,27
567,Volume 4 (1759),essay,15,16,2,3,2245,2260,XXXVIII,2245,15
568,Volume 4 (1759),essay,183,184,2,3,2245,2428,XL,2399,29
569,Volume 4 (1759),essay,463,463,1,3,2245,2708,XLIV,2665,43
570,Volume 4 (1759),essay,359,359,1,3,2245,2604,XLII,2537,67
571,Volume 4 (1759),essay,363,363,1,3,2245,2608,XLII,2537,71
572,Volume 4 (1759),essay,367,367,1,3,2245,2612,XLII,2537,75
573,Volume 4 (1759),essay,389,389,1,3,2245,2634,XLIII,2617,17
574,Volume 4 (1759),essay,412,412,1,3,2245,2657,XLIII,2617,40
575,Volume 4 (1759),essay,420,420,1,3,2245,2665,XLIV,2665,0
576,Volume 4 (1759),essay,69,69,1,3,2245,2314,XXXIX,2308,6
577,Volume 4 (1759),essay,442,442,1,3,2245,2687,XLIV,2665,22
578,Volume 4 (1759),essay,25,25,1,3,2245,2270,XXXVIII,2245,25
579,Volume 4 (1759),essay,38,38,1,3,2245,2283,XXXVIII,2245,38
580,Volume 4 (1759),essay,347,347,1,3,2245,2592,XLII,2537,55
581,Volume 4 (1759),essay,491,491,1,3,2245,2736,APPENDIX III,2729,7
582,Volume 4 (1759),essay,506,506,1,3,2245,2751,APPENDIX III,2729,22
583,Volume 4 (1759),essay,509,509,1,3,2245,2754,APPENDIX III,2729,25
584,Volume 4 (1759),essay,10,10,1,3,2245,2255,XXXVIII,2245,10
585,Volume 4 (1759),essay,515,515,1,3,2245,2760,APPENDIX III,2729,31
586,Volume 4 (1759),essay,546,546,1,3,2245,2791,APPENDIX III,2729,62
587,Volume 4 (1759),essay,549,549,1,3,2245,2794,APPENDIX III,2729,65
588,Volume 4 (1759),essay,87,87,1,3,2245,2332,XXXIX,2308,24
589,Volume 4 (1759),essay,191,191,1,3,2245,2436,XL,2399,37
590,Volume 4 (1759),essay,193,193,1,3,2245,2438,XL,2399,39
591,Volume 4 (1759),essay,181,181,1,3,2245,2426,XL,2399,27
592,Volume 4 (1759),essay,196,196,1,3,2245,2441,XL,2399,42
593,Volume 4 (1759),essay,199,199,1,3,2245,2444,XL,2399,45
594,Volume 4 (1759),essay,204,204,1,3,2245,2449,XL,2399,50
595,Volume 4 (1759),essay,207,207,1,3,2245,2452,XL,2399,53
596,Volume 4 (1759),essay,212,212,1,3,2245,2457,XL,2399,58
597,Volume 4 (1759),essay,225,225,1,3,2245,2470,XL,2399,71
598,Volume 4 (1759),essay,189,189,1,3,2245,2434,XL,2399,35
599,Volume 4 (1759),essay,244,244,1,3,2245,2489,XLI,2489,0
600,Volume 4 (1759),essay,271,271,1,3,2245,2516,XLI,2489,27
601,Volume 4 (1759),essay,334,334,1,3,2245,2579,XLII,2537,42
602,Volume 4 (1759),essay,161,161,1,3,2245,2406,XL,2399,7
603,Volume 4 (1759),essay,159,159,1,3,2245,2404,XL,2399,5
604,Volume 4 (1759),essay,282,282,1,3,2245,2527,XLI,2489,38
605,Volume 4 (1759),essay,157,157,1,3,2245,2402,XL,2399,3
606,Volume 4 (1759),essay,154,154,1,3,2245,2399,XL,2399,0
607,Volume 4 (1759),essay,126,126,1,3,2245,2371,XXXIX,2308,63
608,Volume 4 (1759),essay,101,101,1,3,2245,2346,XXXIX,2308,38
609,Volume 4 (1759),essay,98,98,1,3,2245,2343,XXXIX,2308,35
610,Volume 4 (1759),essay,551,551,1,3,2245,2796,APPENDIX III,2729,67
611,Volume 4 (1759),political discourses,497,503,7,3,2245,2742,APPENDIX III,2729,13
612,Volume 4 (1759),political discourses,537,542,6,3,2245,2782,APPENDIX III,2729,53
613,Volume 4 (1759),political discourses,420,425,6,3,2245,2665,XLIV,2665,0
614,Volume 4 (1759),political discourses,531,535,5,3,2245,2776,APPENDIX III,2729,47
615,Volume 4 (1759),political discourses,493,495,3,3,2245,2738,APPENDIX III,2729,9
616,Volume 4 (1759),political discourses,524,526,3,3,2245,2769,APPENDIX III,2729,40
617,Volume 4 (1759),political discourses,206,207,2,3,2245,2451,XL,2399,52
618,Volume 4 (1759),political discourses,195,196,2,3,2245,2440,XL,2399,41
619,Volume 4 (1759),political discourses,363,364,2,3,2245,2608,XLII,2537,71
620,Volume 4 (1759),political discourses,505,506,2,3,2245,2750,APPENDIX III,2729,21
621,Volume 4 (1759),political discourses,427,428,2,3,2245,2672,XLIV,2665,7
622,Volume 4 (1759),political discourses,241,242,2,3,2245,2486,XL,2399,87
623,Volume 4 (1759),political discourses,528,529,2,3,2245,2773,APPENDIX III,2729,44
624,Volume 4 (1759),political discourses,544,545,2,3,2245,2789,APPENDIX III,2729,60
625,Volume 4 (1759),political discourses,486,487,2,3,2245,2731,APPENDIX III,2729,2
626,Volume 4 (1759),political discourses,471,471,1,3,2245,2716,XLIV,2665,51
627,Volume 4 (1759),political discourses,406,406,1,3,2245,2651,XLIII,2617,34
628,Volume 4 (1759),political discourses,475,475,1,3,2245,2720,XLIV,2665,55
629,Volume 4 (1759),political discourses,10,10,1,3,2245,2255,XXXVIII,2245,10
630,Volume 4 (1759),political discourses,489,489,1,3,2245,2734,APPENDIX III,2729,5
631,Volume 4 (1759),political discourses,491,491,1,3,2245,2736,APPENDIX III,2729,7
632,Volume 4 (1759),political discourses,508,508,1,3,2245,2753,APPENDIX III,2729,24
633,Volume 4 (1759),political discourses,513,513,1,3,2245,2758,APPENDIX III,2729,29
634,Volume 4 (1759),political discourses,516,516,1,3,2245,2761,APPENDIX III,2729,32
635,Volume 4 (1759),political discourses,521,521,1,3,2245,2766,APPENDIX III,2729,37
636,Volume 4 (1759),political discourses,402,402,1,3,2245,2647,XLIII,2617,30
637,Volume 4 (1759),political discourses,357,357,1,3,2245,2602,XLII,2537,65
638,Volume 4 (1759),political discourses,359,359,1,3,2245,2604,XLII,2537,67
639,Volume 4 (1759),political discourses,204,204,1,3,2245,2449,XL,2399,50
640,Volume 4 (1759),political discourses,15,15,1,3,2245,2260,XXXVIII,2245,15
641,Volume 4 (1759),political discourses,55,55,1,3,2245,2300,XXXVIII,2245,55
642,Volume 4 (1759),political discourses,63,63,1,3,2245,2308,XXXIX,2308,0
643,Volume 4 (1759),political discourses,69,69,1,3,2245,2314,XXXIX,2308,6
644,Volume 4 (1759),political discourses,78,78,1,3,2245,2323,XXXIX,2308,15
645,Volume 4 (1759),political discourses,105,105,1,3,2245,2350,XXXIX,2308,42
646,Volume 4 (1759),political discourses,157,157,1,3,2245,2402,XL,2399,3
647,Volume 4 (1759),political discourses,160,160,1,3,2245,2405,XL,2399,6
648,Volume 4 (1759),political discourses,192,192,1,3,2245,2437,XL,2399,38
649,Volume 4 (1759),political discourses,209,209,1,3,2245,2454,XL,2399,55
650,Volume 4 (1759),political discourses,12,12,1,3,2245,2257,XXXVIII,2245,12
651,Volume 4 (1759),political discourses,232,232,1,3,2245,2477,XL,2399,78
652,Volume 4 (1759),political discourses,236,236,1,3,2245,2481,XL,2399,82
653,Volume 4 (1759),political discourses,238,238,1,3,2245,2483,XL,2399,84
654,Volume 4 (1759),political discourses,244,244,1,3,2245,2489,XLI,2489,0
655,Volume 4 (1759),political discourses,271,271,1,3,2245,2516,XLI,2489,27
656,Volume 4 (1759),political discourses,274,274,1,3,2245,2519,XLI,2489,30
657,Volume 4 (1759),political discourses,277,277,1,3,2245,2522,XLI,2489,33
658,Volume 4 (1759),political discourses,282,282,1,3,2245,2527,XLI,2489,38
659,Volume 4 (1759),political discourses,345,345,1,3,2245,2590,XLII,2537,53
660,Volume 4 (1759),political discourses,547,547,1,3,2245,2792,APPENDIX III,2729,63
661,Volume 5 (1754),dialogues,831,831,1,4,2797,3628,LV,3539,89
662,Volume 5 (1754),dialogues,834,834,1,4,2797,3631,LV,3539,92
663,Volume 5 (1754),dissertation,487,500,14,4,2797,3284,LII,3273,11
664,Volume 5 (1754),dissertation,64,68,5,4,2797,2861,XLVI,2849,12
665,Volume 5 (1754),dissertation,959,962,4,4,2797,3756,LVII,3730,26
666,Volume 5 (1754),dissertation,326,328,3,4,2797,3123,A. TO THE REIGN OF JAMES I,3065,58
667,Volume 5 (1754),dissertation,14,15,2,4,2797,2811,XLV,2797,14
668,Volume 5 (1754),dissertation,769,770,2,4,2797,3566,LV,3539,27
669,Volume 5 (1754),dissertation,1207,1208,2,4,2797,4004,LIX,3860,144
670,Volume 5 (1754),dissertation,155,156,2,4,2797,2952,XLVII,2915,37
671,Volume 5 (1754),dissertation,158,158,1,4,2797,2955,XLVII,2915,40
672,Volume 5 (1754),dissertation,1044,1044,1,4,2797,3841,LVIII ,3792,49
673,Volume 5 (1754),dissertation,813,813,1,4,2797,3610,LV,3539,71
674,Volume 5 (1754),dissertation,820,820,1,4,2797,3617,LV,3539,78
675,Volume 5 (1754),dissertation,918,918,1,4,2797,3715,LVI,3651,64
676,Volume 5 (1754),dissertation,28,28,1,4,2797,2825,XLV,2797,28
677,Volume 5 (1754),dissertation,994,994,1,4,2797,3791,LVII,3730,61
678,Volume 5 (1754),dissertation,1009,1009,1,4,2797,3806,LVIII ,3792,14
679,Volume 5 (1754),dissertation,1068,1068,1,4,2797,3865,LIX,3860,5
680,Volume 5 (1754),dissertation,587,587,1,4,2797,3384,LIII,3357,27
681,Volume 5 (1754),dissertation,1091,1091,1,4,2797,3888,LIX,3860,28
682,Volume 5 (1754),dissertation,1152,1152,1,4,2797,3949,LIX,3860,89
683,Volume 5 (1754),dissertation,1188,1188,1,4,2797,3985,LIX,3860,125
684,Volume 5 (1754),dissertation,1193,1193,1,4,2797,3990,LIX,3860,130
685,Volume 5 (1754),dissertation,1195,1195,1,4,2797,3992,LIX,3860,132
686,Volume 5 (1754),dissertation,54,54,1,4,2797,2851,XLVI,2849,2
687,Volume 5 (1754),dissertation,580,580,1,4,2797,3377,LIII,3357,20
688,Volume 5 (1754),dissertation,168,168,1,4,2797,2965,XLVII,2915,50
689,Volume 5 (1754),dissertation,572,572,1,4,2797,3369,LIII,3357,12
690,Volume 5 (1754),dissertation,569,569,1,4,2797,3366,LIII,3357,9
691,Volume 5 (1754),dissertation,17,17,1,4,2797,2814,XLV,2797,17
692,Volume 5 (1754),dissertation,549,549,1,4,2797,3346,LII,3273,73
693,Volume 5 (1754),dissertation,542,542,1,4,2797,3339,LII,3273,66
694,Volume 5 (1754),dissertation,522,522,1,4,2797,3319,LII,3273,46
695,Volume 5 (1754),dissertation,513,513,1,4,2797,3310,LII,3273,37
696,Volume 5 (1754),dissertation,137,137,1,4,2797,2934,XLVII,2915,19
697,Volume 5 (1754),dissertation,471,471,1,4,2797,3268,LI,3204,64
698,Volume 5 (1754),dissertation,356,356,1,4,2797,3153,L,3137,16
699,Volume 5 (1754),dissertation,330,330,1,4,2797,3127,A. TO THE REIGN OF JAMES I,3065,62
700,Volume 5 (1754),dissertation,324,324,1,4,2797,3121,A. TO THE REIGN OF JAMES I,3065,56
701,Volume 5 (1754),dissertation,281,281,1,4,2797,3078,A. TO THE REIGN OF JAMES I,3065,13
702,Volume 5 (1754),dissertation,552,552,1,4,2797,3349,LII,3273,76
703,Volume 5 (1754),enquiry,831,834,4,4,2797,3628,LV,3539,89
704,Volume 5 (1754),enquiry,491,493,3,4,2797,3288,LII,3273,15
705,Volume 5 (1754),enquiry,1197,1198,2,4,2797,3994,LIX,3860,134
706,Volume 5 (1754),enquiry,974,975,2,4,2797,3771,LVII,3730,41
707,Volume 5 (1754),enquiry,765,766,2,4,2797,3562,LV,3539,23
708,Volume 5 (1754),enquiry,769,770,2,4,2797,3566,LV,3539,27
709,Volume 5 (1754),enquiry,451,452,2,4,2797,3248,LI,3204,44
710,Volume 5 (1754),enquiry,709,710,2,4,2797,3506,LIV,3424,82
711,Volume 5 (1754),enquiry,991,991,1,4,2797,3788,LVII,3730,58
712,Volume 5 (1754),enquiry,918,918,1,4,2797,3715,LVI,3651,64
713,Volume 5 (1754),enquiry,904,904,1,4,2797,3701,LVI,3651,50
714,Volume 5 (1754),enquiry,705,705,1,4,2797,3502,LIV,3424,78
715,Volume 5 (1754),enquiry,897,897,1,4,2797,3694,LVI,3651,43
716,Volume 5 (1754),enquiry,872,872,1,4,2797,3669,LVI,3651,18
717,Volume 5 (1754),enquiry,1091,1091,1,4,2797,3888,LIX,3860,28
718,Volume 5 (1754),enquiry,836,836,1,4,2797,3633,LV,3539,94
